EmployeeID,HireDate,Gender,Age,Department,JobRole,Education,YearsExperience,Salary,Location
3820,2021-10-10,Male,40,HR,Sales Executive,Master,28,85368.22,Austin
3821,2015-12-13,Male,60,Customer Support,Engineer,High School,10,53372.5,Austin
3822,2016-05-15,Male,46,Sales,Support Agent,PhD,22,52618.14,Austin
3823,2016-09-22,Female,32,Finance,Sales Executive,High School,28,144567.85,Austin
3824,2017-01-11,Female,34,Customer Support,Support Agent,Bachelor,37,129617.86,Boston
3825,2018-11-25,Non-binary,46,Customer Support,Manager,Master,15,86684.34,San Francisco
3826,2021-12-12,Non-binary,56,Marketing,Engineer,High School,11,45202.6,Seattle
3827,2020-03-17,Non-binary,30,Customer Support,HR Specialist,PhD,21,117278.67,Seattle
3828,2019-04-24,Male,42,Sales,HR Specialist,PhD,26,112982.46,Austin
3829,2019-01-24,Male,52,Finance,Support Agent,Bachelor,30,124204.39,Boston
3830,2015-02-28,Male,64,Customer Support,Analyst,PhD,20,138721.93,Austin
3831,2015-08-07,Male,49,Customer Support,Sales Executive,High School,24,120580.66,Austin
3832,2018-11-05,Female,40,Marketing,HR Specialist,Bachelor,5,90486.75,New York
3833,2016-12-05,Non-binary,35,Finance,Engineer,High School,30,50933.08,Boston
3834,2019-01-18,Female,51,Finance,Manager,Bachelor,9,43885.45,Seattle
3835,2015-03-31,Male,32,Engineering,Support Agent,Master,21,129367.91,Austin
3836,2019-10-03,Non-binary,44,HR,Analyst,High School,24,78696.54,Austin
3837,2020-08-14,Male,23,Sales,HR Specialist,PhD,25,87563.58,Boston
3838,2015-01-18,Non-binary,30,Sales,Sales Executive,Master,34,84552.0,Boston
3839,2015-06-08,Female,33,HR,Sales Executive,High School,35,49204.67,Austin
3840,2015-11-20,Male,63,HR,Manager,Bachelor,3,73882.6,Seattle
3841,2021-02-09,Female,57,Finance,Sales Executive,Master,17,98043.66,San Francisco
3842,2019-05-01,Female,33,Sales,HR Specialist,Master,36,133963.89,San Francisco
3843,2019-11-09,Non-binary,40,Finance,Sales Executive,Master,10,99967.77,New York
3844,2016-11-07,Male,33,Engineering,Support Agent,High School,23,131047.58,Boston
3845,2021-07-05,Non-binary,58,Finance,Support Agent,PhD,26,56505.14,Seattle
3846,2021-01-11,Female,63,HR,Analyst,Master,39,145848.85,San Francisco
3847,2017-03-03,Non-binary,61,Sales,Analyst,Bachelor,33,30885.29,San Francisco
3848,2015-02-23,Non-binary,24,Customer Support,Manager,PhD,18,124070.07,Seattle
3849,2016-07-17,Female,40,Marketing,Analyst,Master,37,100735.42,Chicago
3850,2015-06-27,Male,55,Marketing,Manager,Master,25,108155.83,Seattle
3851,2020-03-11,Non-binary,58,Sales,Support Agent,PhD,15,130511.16,Seattle
3852,2022-08-02,Non-binary,47,Finance,Analyst,PhD,1,92493.76,San Francisco
3853,2016-05-05,Male,49,Marketing,Engineer,Master,5,57395.35,Chicago
3854,2016-09-12,Male,26,Customer Support,Analyst,High School,35,92112.61,Chicago
3855,2020-04-14,Male,38,Marketing,Engineer,PhD,21,79336.12,Austin
3856,2021-05-08,Female,63,Sales,Sales Executive,High School,32,47145.19,Seattle
3857,2019-09-03,Male,34,Sales,Sales Executive,High School,17,66326.31,Boston
3858,2020-03-24,Non-binary,25,Finance,Support Agent,PhD,22,33024.17,Seattle
3859,2022-07-23,Female,54,Finance,HR Specialist,Bachelor,31,122591.31,San Francisco
3860,2017-10-06,Non-binary,53,Marketing,Support Agent,Master,33,41450.32,Austin
3861,2017-05-22,Female,47,Engineering,HR Specialist,Bachelor,17,125844.33,San Francisco
3862,2017-05-31,Female,44,Finance,Support Agent,PhD,0,73098.36,San Francisco
3863,2020-11-23,Non-binary,32,Customer Support,HR Specialist,Master,23,62732.92,Chicago
3864,2016-04-01,Female,25,Marketing,Manager,Master,20,148059.34,Boston
3865,2017-01-10,Male,51,HR,Analyst,Bachelor,32,141826.92,Chicago
3866,2015-02-11,Non-binary,48,Finance,HR Specialist,Bachelor,13,39435.69,Austin
3867,2020-04-30,Non-binary,41,Marketing,Support Agent,High School,0,30441.27,New York
3868,2019-05-28,Male,60,Customer Support,Support Agent,Master,32,108639.54,Chicago
3869,2022-04-14,Female,46,Engineering,Support Agent,Master,5,60002.78,Chicago
3870,2016-08-29,Female,30,Finance,Engineer,Master,32,110187.98,New York
3871,2020-10-06,Male,28,HR,Manager,Master,24,77190.45,Seattle
3872,2015-01-20,Female,25,Engineering,Analyst,High School,27,138696.19,Seattle
3873,2022-12-04,Male,29,Sales,Manager,Bachelor,33,94855.7,Chicago
3874,2020-06-08,Male,40,HR,Sales Executive,Master,38,37958.88,Austin
3875,2015-12-15,Non-binary,42,Finance,Manager,Bachelor,21,78069.65,Austin
3876,2021-12-09,Non-binary,56,Engineering,HR Specialist,Bachelor,18,62767.48,Austin
3877,2017-01-19,Non-binary,50,Marketing,Analyst,High School,18,92299.39,Seattle
3878,2021-10-27,Female,48,Sales,Engineer,Bachelor,33,88009.7,Austin
3879,2018-06-25,Female,62,Marketing,HR Specialist,PhD,11,132781.78,Austin
3880,2015-04-09,Female,50,HR,Manager,Bachelor,24,72679.87,San Francisco
3881,2015-11-24,Female,23,Engineering,Sales Executive,Bachelor,32,113437.44,Boston
3882,2022-08-20,Non-binary,52,Customer Support,Engineer,High School,21,66322.69,Austin
3883,2021-04-22,Non-binary,56,Marketing,Engineer,Master,19,91380.74,Chicago
3884,2019-04-28,Male,30,Finance,Sales Executive,Bachelor,1,145450.23,Boston
3885,2017-12-15,Non-binary,29,HR,Sales Executive,Master,11,102972.51,Chicago
3886,2015-12-24,Male,36,Engineering,Support Agent,PhD,0,78904.83,New York
3887,2020-03-30,Male,41,HR,HR Specialist,Bachelor,25,38251.23,New York
3888,2015-01-08,Non-binary,64,Finance,Support Agent,Bachelor,32,149498.09,Boston
3889,2021-11-13,Non-binary,56,Sales,HR Specialist,Master,27,50230.34,New York
3890,2021-05-04,Non-binary,25,Finance,HR Specialist,Bachelor,31,60617.18,Seattle
3891,2016-10-29,Male,60,Engineering,HR Specialist,High School,10,78225.08,San Francisco
3892,2015-09-22,Non-binary,28,HR,Analyst,PhD,34,105030.14,Seattle
3893,2022-08-03,Male,45,Sales,Engineer,High School,31,32692.21,Seattle
3894,2016-05-28,Male,36,Sales,Manager,Master,37,94911.56,Austin
3895,2015-10-20,Male,45,Sales,Support Agent,PhD,6,84771.08,Chicago
3896,2016-05-09,Female,60,HR,Sales Executive,High School,12,128208.29,Chicago
3897,2018-04-06,Female,52,Engineering,Engineer,High School,9,62802.31,Chicago
3898,2022-03-17,Non-binary,24,Marketing,HR Specialist,Master,33,132463.13,San Francisco
3899,2020-05-21,Female,54,Engineering,Analyst,PhD,9,102574.25,Boston
3900,2017-06-26,Non-binary,47,Marketing,Engineer,High School,30,147037.49,Boston
3901,2022-07-23,Non-binary,52,Sales,Analyst,High School,28,122392.84,Chicago
3902,2015-02-23,Non-binary,26,Engineering,Engineer,High School,14,45403.07,Seattle
3903,2017-01-09,Non-binary,24,Engineering,HR Specialist,High School,8,145159.28,Austin
3904,2016-06-08,Non-binary,35,Marketing,Analyst,Master,31,144078.15,New York
3905,2015-02-02,Male,36,Engineering,Manager,PhD,13,140090.65,San Francisco
3906,2018-11-03,Female,59,Sales,Analyst,PhD,26,141915.95,San Francisco
3907,2018-09-05,Non-binary,32,Sales,Analyst,Bachelor,14,90805.96,New York
3908,2018-12-30,Female,42,Finance,Sales Executive,Master,11,53014.35,Seattle
3909,2019-04-19,Non-binary,29,HR,Manager,Master,15,75838.03,Chicago
3910,2020-06-11,Female,39,Customer Support,HR Specialist,PhD,19,84318.94,San Francisco
3911,2019-01-17,Male,22,Customer Support,Engineer,PhD,30,57747.97,San Francisco
3912,2020-07-09,Male,59,Sales,HR Specialist,High School,37,45860.38,San Francisco
3913,2017-02-27,Female,37,Finance,Manager,High School,10,47982.05,San Francisco
3914,2020-05-20,Male,42,Sales,Engineer,PhD,17,37962.77,Chicago
3915,2021-09-28,Male,45,Marketing,Analyst,PhD,39,76407.84,Austin
3916,2020-08-07,Male,50,Marketing,Sales Executive,PhD,34,107946.32,Austin
3917,2019-09-29,Non-binary,38,Marketing,Analyst,High School,25,78915.84,Seattle
3918,2022-06-23,Female,47,Marketing,Support Agent,Bachelor,39,143094.03,Boston
3919,2018-01-21,Female,32,Sales,HR Specialist,Master,30,63773.18,Seattle
3920,2017-02-06,Male,28,Engineering,Engineer,High School,18,35836.83,San Francisco
3921,2019-05-29,Non-binary,40,Marketing,Sales Executive,High School,20,122986.85,Boston
3922,2018-12-17,Female,54,Finance,Sales Executive,High School,20,115161.92,New York
3923,2015-02-13,Female,37,Customer Support,Engineer,High School,22,115362.22,San Francisco
3924,2017-08-30,Non-binary,57,Customer Support,HR Specialist,Bachelor,19,67061.09,Chicago
3925,2015-07-10,Female,42,Customer Support,HR Specialist,Bachelor,4,42956.86,San Francisco
3926,2020-06-03,Female,34,Marketing,Support Agent,Master,18,135127.3,Austin
3927,2020-07-12,Male,22,HR,Sales Executive,Bachelor,22,137425.49,San Francisco
3928,2017-01-15,Female,64,HR,Engineer,PhD,8,93583.11,San Francisco
3929,2021-01-18,Female,44,Customer Support,Analyst,PhD,20,31627.05,Boston
3930,2017-07-09,Male,59,Engineering,Manager,High School,6,142629.83,Boston
3931,2019-02-01,Non-binary,46,HR,Support Agent,Bachelor,24,109895.96,New York
3932,2016-03-03,Non-binary,34,Finance,Engineer,PhD,32,71734.85,San Francisco
3933,2017-09-06,Non-binary,43,Sales,Sales Executive,Bachelor,12,102064.87,Chicago
3934,2020-05-08,Non-binary,64,Customer Support,Sales Executive,PhD,6,147085.99,San Francisco
3935,2015-08-21,Non-binary,37,Marketing,Engineer,Master,19,63549.84,San Francisco
3936,2018-01-15,Non-binary,32,Customer Support,Analyst,High School,35,83122.51,Austin
3937,2016-09-20,Female,55,Engineering,HR Specialist,Bachelor,19,87920.5,Austin
3938,2017-03-15,Male,47,Marketing,Engineer,Bachelor,19,73621.08,Austin
3939,2022-06-22,Male,22,HR,HR Specialist,PhD,39,48845.09,Seattle
3940,2020-02-08,Female,54,Customer Support,Analyst,Master,30,122372.42,Chicago
3941,2015-07-15,Non-binary,42,HR,Support Agent,Master,19,59744.7,Chicago
3942,2017-08-05,Female,30,Sales,HR Specialist,PhD,26,130550.88,Seattle
3943,2017-03-16,Non-binary,22,Finance,Engineer,PhD,11,31068.48,San Francisco
3944,2019-09-14,Male,30,Finance,HR Specialist,High School,7,36196.16,Austin
3945,2016-04-20,Female,38,Customer Support,Engineer,PhD,29,45635.35,San Francisco
3946,2019-02-07,Female,63,Engineering,Sales Executive,PhD,8,139006.63,Austin
3947,2018-06-06,Non-binary,29,Engineering,Sales Executive,High School,4,91802.43,Seattle
3948,2018-09-08,Male,42,Sales,Analyst,Bachelor,23,147338.78,San Francisco
3949,2020-06-02,Non-binary,60,Finance,Analyst,Master,16,81478.3,San Francisco
3950,2020-03-24,Non-binary,22,Finance,Sales Executive,PhD,16,105458.86,Seattle
3951,2016-09-28,Non-binary,28,Finance,Analyst,PhD,25,40498.42,Seattle
3952,2015-10-21,Non-binary,61,Engineering,Sales Executive,Bachelor,2,105108.24,San Francisco
3953,2016-07-08,Female,34,Sales,Analyst,High School,0,40946.29,Boston
3954,2017-11-24,Female,35,Finance,Engineer,PhD,1,92653.61,Seattle
3955,2017-04-05,Female,40,Finance,Analyst,PhD,3,128799.89,Boston
3956,2022-11-10,Non-binary,58,Sales,HR Specialist,Bachelor,0,95867.2,San Francisco
3957,2017-10-20,Non-binary,25,Customer Support,HR Specialist,Bachelor,29,76277.88,Chicago
3958,2018-01-14,Male,25,Finance,Manager,PhD,7,145488.95,New York
3959,2022-02-11,Female,46,Marketing,HR Specialist,High School,39,52907.62,Austin
3960,2017-04-28,Non-binary,56,Sales,Manager,PhD,6,62025.52,Austin
3961,2022-04-04,Male,53,Sales,Manager,Master,34,87007.25,Boston
3962,2020-10-04,Female,57,Finance,HR Specialist,High School,12,76989.84,Chicago
3963,2015-02-26,Non-binary,36,Customer Support,Analyst,Master,24,120895.74,Boston
3964,2015-12-12,Female,40,Engineering,Support Agent,Master,33,62153.83,Seattle
3965,2022-03-26,Non-binary,54,Marketing,HR Specialist,High School,31,87745.2,Chicago
3966,2017-07-31,Male,57,Marketing,Manager,Master,16,38545.45,San Francisco
3967,2015-09-30,Non-binary,31,Finance,Sales Executive,Bachelor,10,138408.05,Seattle
3968,2016-12-07,Non-binary,49,Marketing,HR Specialist,High School,36,139820.75,Chicago
3969,2020-10-29,Male,60,Sales,Analyst,High School,27,30829.51,New York
3970,2019-10-07,Non-binary,40,Customer Support,Analyst,Master,31,144225.15,Austin
3971,2015-07-30,Female,28,Finance,Support Agent,PhD,4,80141.15,Boston
3972,2015-11-19,Female,43,Finance,Manager,PhD,28,38154.6,Seattle
3973,2016-06-02,Non-binary,23,HR,Engineer,High School,35,97612.58,New York
3974,2018-05-05,Female,33,Customer Support,Sales Executive,PhD,6,144235.95,Chicago
3975,2021-08-15,Female,38,Finance,Sales Executive,Bachelor,32,68621.17,Boston
3976,2022-12-13,Female,37,HR,Support Agent,Master,21,127200.3,San Francisco
3977,2020-05-22,Male,26,HR,HR Specialist,High School,19,143658.53,Austin
3978,2021-06-18,Male,50,Marketing,Support Agent,High School,5,69567.57,New York
3979,2020-04-26,Male,64,Sales,HR Specialist,Bachelor,29,72655.55,San Francisco
3980,2015-02-09,Male,36,Finance,Engineer,PhD,31,147022.28,Seattle
3981,2017-06-28,Non-binary,54,Customer Support,Manager,High School,25,49059.77,Boston
3982,2016-01-24,Male,29,Marketing,Analyst,Master,35,36937.68,Boston
3983,2018-02-11,Non-binary,35,Sales,Support Agent,Master,2,80671.18,Chicago
3984,2015-06-25,Male,45,Customer Support,Manager,Master,33,101293.67,Boston
3985,2016-07-08,Male,54,Sales,Support Agent,Bachelor,20,80678.86,Seattle
3986,2016-03-18,Non-binary,64,Sales,Manager,PhD,8,35876.95,Seattle
3987,2017-06-14,Female,28,HR,Manager,High School,8,71975.71,Seattle
3988,2021-09-18,Male,34,Customer Support,HR Specialist,Master,36,80320.03,Boston
3989,2018-04-17,Non-binary,54,Sales,Analyst,PhD,28,118437.19,New York
3990,2017-02-21,Female,57,Sales,Analyst,PhD,0,91944.7,Seattle
3991,2018-07-04,Female,39,HR,Analyst,Bachelor,17,31933.86,Boston
3992,2021-07-25,Male,60,Customer Support,Sales Executive,Bachelor,34,50714.5,San Francisco
3993,2015-05-27,Male,44,Customer Support,Analyst,Bachelor,13,65581.46,San Francisco
3994,2018-06-10,Male,58,Marketing,Support Agent,PhD,29,139351.71,Boston
3995,2019-03-07,Male,49,Sales,Sales Executive,Bachelor,12,82537.34,Chicago
3996,2019-12-08,Female,50,Marketing,Sales Executive,Master,13,32342.39,Seattle
3997,2015-10-17,Non-binary,45,Sales,Engineer,High School,13,71886.52,Austin
3998,2022-05-20,Female,59,Engineering,Analyst,Bachelor,5,97874.28,Seattle
3999,2021-05-11,Non-binary,22,Marketing,Support Agent,Bachelor,31,67671.39,Chicago
4000,2017-06-30,Female,59,Customer Support,Sales Executive,Bachelor,11,119573.35,Chicago
4001,2016-04-26,Non-binary,51,Marketing,Support Agent,High School,37,149191.16,Chicago
4002,2017-03-01,Non-binary,47,Customer Support,Support Agent,Bachelor,35,119543.49,Austin
4003,2020-03-19,Non-binary,44,Engineering,Engineer,Bachelor,38,146702.69,Boston
4004,2022-07-12,Female,30,Sales,Sales Executive,PhD,5,134177.69,Austin
4005,2022-10-31,Female,24,Marketing,Sales Executive,PhD,1,118504.56,Austin
4006,2016-10-07,Female,48,Sales,HR Specialist,Master,13,80520.06,Austin
4007,2019-04-22,Female,57,Marketing,Sales Executive,High School,23,59493.99,Seattle
4008,2022-02-04,Male,40,Sales,Sales Executive,Master,26,91161.98,Austin
4009,2022-09-09,Non-binary,57,HR,Support Agent,PhD,31,96398.0,Chicago
4010,2015-07-15,Non-binary,27,Marketing,HR Specialist,High School,26,96719.95,Austin
4011,2016-12-26,Non-binary,63,Sales,Sales Executive,Bachelor,10,143945.52,Chicago
4012,2017-06-27,Non-binary,39,Finance,Manager,PhD,1,35053.73,Boston
4013,2018-01-02,Female,34,Customer Support,Analyst,Master,31,106196.71,Chicago
4014,2015-11-30,Male,31,Customer Support,Engineer,High School,27,57499.13,Seattle
4015,2016-08-05,Female,30,Finance,Support Agent,PhD,15,39796.11,New York
4016,2022-08-12,Non-binary,44,Customer Support,Engineer,High School,18,138520.96,New York
4017,2020-01-09,Non-binary,26,Finance,HR Specialist,PhD,31,58512.01,New York
4018,2017-02-15,Non-binary,25,Engineering,HR Specialist,Master,31,52020.8,San Francisco
4019,2021-10-08,Non-binary,36,Marketing,Analyst,Bachelor,1,89789.51,Seattle
4020,2017-10-16,Female,39,HR,Sales Executive,Bachelor,15,78674.61,Boston
4021,2022-05-28,Female,62,Finance,Sales Executive,Master,19,40467.66,Chicago
4022,2020-01-26,Non-binary,57,Sales,Support Agent,PhD,2,59064.18,San Francisco
4023,2022-01-16,Male,53,Engineering,HR Specialist,PhD,10,44707.03,Chicago
4024,2018-12-11,Male,46,Customer Support,Analyst,Bachelor,31,55733.7,Seattle
4025,2019-02-16,Male,53,Finance,Sales Executive,PhD,31,47056.67,Chicago
4026,2018-08-24,Non-binary,23,Sales,Sales Executive,Master,3,133021.72,Austin
4027,2019-04-15,Female,52,HR,Engineer,PhD,27,45448.34,Boston
4028,2015-06-20,Female,56,Engineering,Manager,Master,33,84051.93,Seattle
4029,2018-10-02,Non-binary,24,Engineering,Manager,Master,13,59945.94,New York
4030,2019-06-21,Female,30,Finance,Analyst,PhD,0,117393.27,San Francisco
4031,2015-06-30,Non-binary,43,Finance,Engineer,Master,19,129804.52,Austin
4032,2016-04-14,Non-binary,23,Finance,HR Specialist,Bachelor,25,104074.18,New York
4033,2019-02-08,Male,23,HR,Analyst,Master,32,129861.26,New York
4034,2018-10-28,Male,43,Finance,HR Specialist,Bachelor,30,108201.77,Boston
4035,2018-02-07,Male,37,Customer Support,Support Agent,Master,39,54097.6,Boston
4036,2021-12-06,Non-binary,53,Finance,HR Specialist,High School,22,58955.87,Boston
4037,2018-03-24,Non-binary,41,Customer Support,Sales Executive,Master,5,54596.27,San Francisco
4038,2021-05-17,Female,58,HR,Engineer,Master,33,94255.78,Boston
4039,2020-01-17,Male,42,Customer Support,HR Specialist,Master,0,103669.92,Chicago
4040,2019-01-03,Female,37,Sales,HR Specialist,High School,21,92252.09,Austin
4041,2016-01-18,Female,23,Customer Support,Analyst,Master,23,91368.71,Chicago
4042,2020-06-26,Non-binary,51,Finance,HR Specialist,High School,22,39163.56,Chicago
4043,2016-09-05,Male,61,Sales,Analyst,Bachelor,7,130003.57,Austin
4044,2019-11-22,Female,29,HR,HR Specialist,High School,4,46563.02,San Francisco
4045,2015-03-02,Male,46,Engineering,Support Agent,Master,30,77458.44,Seattle
4046,2022-05-08,Female,55,Marketing,HR Specialist,Master,20,82395.63,San Francisco
4047,2020-03-21,Non-binary,49,Customer Support,Engineer,PhD,29,61367.81,Austin
4048,2016-01-14,Male,43,Finance,Support Agent,Bachelor,4,139097.57,San Francisco
4049,2018-05-11,Female,54,Customer Support,Engineer,High School,26,95376.36,Chicago
4050,2017-03-13,Male,29,Finance,Analyst,Master,2,116823.32,Seattle
4051,2018-04-13,Non-binary,57,Marketing,Manager,Master,5,86367.74,Seattle
4052,2018-02-27,Non-binary,61,Marketing,Sales Executive,Bachelor,19,101002.86,Seattle
4053,2017-11-30,Non-binary,40,Sales,Analyst,Bachelor,10,87140.73,San Francisco
4054,2018-03-20,Non-binary,51,Sales,Manager,PhD,39,50131.12,Austin
4055,2022-12-16,Non-binary,32,HR,Manager,Master,9,125531.06,Boston
4056,2015-03-07,Male,36,Customer Support,Engineer,High School,14,106497.78,Austin
4057,2016-08-30,Non-binary,59,Finance,Engineer,High School,23,123650.64,New York
4058,2016-12-14,Female,56,Sales,HR Specialist,Master,31,100259.97,Chicago
4059,2019-08-31,Non-binary,55,Engineering,Manager,High School,19,112936.51,Boston
4060,2021-02-24,Non-binary,54,Customer Support,Engineer,High School,1,129201.03,Seattle
4061,2018-07-28,Non-binary,49,Marketing,Support Agent,Master,39,143234.55,San Francisco
4062,2021-03-15,Non-binary,31,Finance,Engineer,Bachelor,33,60595.83,Boston
4063,2016-05-29,Non-binary,39,HR,Engineer,Master,14,89028.37,Seattle
4064,2018-07-29,Female,64,Engineering,Sales Executive,High School,13,132856.83,Chicago
4065,2022-02-06,Female,54,Marketing,HR Specialist,Bachelor,27,131890.05,Chicago
4066,2020-07-16,Female,57,Finance,Manager,PhD,6,40374.25,Chicago
4067,2018-10-05,Non-binary,37,Marketing,Analyst,Master,37,114610.35,Boston
4068,2015-05-12,Male,32,HR,Sales Executive,PhD,0,130172.43,Austin
4069,2019-06-24,Female,39,Finance,Analyst,Master,32,136683.08,Austin
4070,2022-02-16,Non-binary,58,HR,Manager,Master,35,33116.52,San Francisco
4071,2021-03-22,Male,30,Marketing,Support Agent,PhD,14,63142.45,Boston
4072,2020-07-19,Male,49,HR,Analyst,Bachelor,26,47534.61,Seattle
4073,2017-10-30,Female,59,Sales,HR Specialist,PhD,31,90473.77,Boston
4074,2018-02-06,Male,58,Marketing,Support Agent,High School,3,68128.9,Boston
4075,2021-04-26,Female,53,Marketing,Sales Executive,Bachelor,2,69237.49,Austin
4076,2015-03-14,Female,49,Sales,Sales Executive,High School,6,109669.83,New York
4077,2019-09-30,Female,33,Customer Support,HR Specialist,PhD,13,41130.65,Seattle
4078,2017-09-01,Male,26,Customer Support,HR Specialist,PhD,6,46097.85,Chicago
4079,2020-08-22,Non-binary,64,Customer Support,Engineer,High School,39,31140.0,Chicago
4080,2022-01-30,Female,33,Finance,HR Specialist,Master,38,52582.79,New York
4081,2022-09-24,Female,54,Finance,Analyst,Bachelor,36,119190.43,Boston
4082,2017-12-27,Female,54,HR,Engineer,High School,28,50549.71,San Francisco
4083,2015-06-29,Female,25,Marketing,Engineer,High School,2,136378.37,New York
4084,2018-01-12,Female,48,Engineering,HR Specialist,High School,13,70593.31,Seattle
4085,2015-06-04,Male,32,Marketing,Engineer,High School,6,37729.96,New York
4086,2021-01-04,Male,22,Sales,Sales Executive,High School,11,105867.14,Chicago
4087,2021-10-17,Male,23,Finance,HR Specialist,Master,8,92585.87,Chicago
4088,2015-05-21,Female,25,Finance,Analyst,Bachelor,9,147825.04,Austin
4089,2015-10-29,Non-binary,23,Marketing,Sales Executive,Master,39,125723.63,Chicago
4090,2017-11-04,Non-binary,35,Engineering,HR Specialist,PhD,15,137658.71,Seattle
4091,2019-08-02,Non-binary,28,Customer Support,Sales Executive,Master,9,121249.44,Chicago
4092,2019-08-28,Female,60,Customer Support,Support Agent,Bachelor,19,35557.8,New York
4093,2019-01-05,Female,22,Sales,Analyst,High School,16,49650.53,Chicago
4094,2015-05-27,Male,38,Customer Support,Manager,High School,0,85545.96,Seattle
4095,2019-07-18,Female,56,Marketing,Support Agent,Master,1,71019.3,San Francisco
4096,2015-03-17,Male,63,Engineering,Engineer,Master,13,102027.97,New York
4097,2019-08-31,Male,23,Finance,Analyst,PhD,10,75010.78,San Francisco
4098,2015-07-18,Non-binary,61,Sales,Analyst,PhD,29,125252.06,Austin
4099,2018-11-14,Male,26,Marketing,Analyst,PhD,24,89988.05,San Francisco
4100,2016-11-30,Non-binary,27,Engineering,HR Specialist,Bachelor,28,75198.34,Chicago
4101,2019-07-12,Female,53,Finance,Sales Executive,High School,31,42926.38,Austin
4102,2017-04-14,Non-binary,26,Finance,Support Agent,Master,16,147915.06,New York
4103,2015-10-15,Non-binary,25,Customer Support,Support Agent,PhD,39,132389.62,Boston
4104,2017-04-20,Non-binary,33,Finance,Analyst,Master,19,87107.18,Chicago
4105,2016-01-15,Male,62,Engineering,Engineer,Bachelor,25,141432.97,San Francisco
4106,2015-09-10,Male,44,HR,Engineer,High School,20,31510.4,Chicago
4107,2015-04-29,Non-binary,49,Sales,Support Agent,Master,17,81669.87,Chicago
4108,2020-03-20,Non-binary,58,Sales,Manager,Master,13,140820.85,Chicago
4109,2017-05-16,Male,57,Marketing,HR Specialist,Bachelor,5,115339.65,Austin
4110,2021-05-30,Non-binary,54,Marketing,HR Specialist,Bachelor,21,107874.6,New York
4111,2021-05-15,Non-binary,42,Marketing,Support Agent,High School,38,102801.32,Chicago
4112,2018-08-25,Male,25,Engineering,Engineer,High School,5,52783.55,Boston
4113,2021-01-03,Male,42,Finance,Manager,High School,18,147964.25,Austin
4114,2017-08-28,Female,60,Customer Support,Engineer,Bachelor,13,42826.23,Austin
4115,2018-11-30,Male,47,Finance,Manager,High School,24,105446.53,Chicago
4116,2021-03-25,Non-binary,41,Customer Support,HR Specialist,High School,5,56497.45,Seattle
4117,2017-11-14,Female,63,Engineering,Engineer,Master,13,82975.8,Chicago
4118,2018-09-09,Female,28,Finance,HR Specialist,PhD,28,68987.62,Seattle
4119,2017-06-13,Non-binary,49,Engineering,Support Agent,High School,18,43165.61,San Francisco
4120,2019-07-22,Male,60,Customer Support,Analyst,Bachelor,38,80462.81,New York
4121,2015-06-17,Male,59,Sales,Manager,Bachelor,33,113546.5,Austin
4122,2022-08-21,Female,46,HR,Sales Executive,Master,31,91495.13,Seattle
4123,2015-04-22,Male,47,Finance,Sales Executive,PhD,35,109503.88,Boston
4124,2019-02-21,Female,54,Finance,Engineer,High School,29,89228.17,Seattle
4125,2018-01-15,Non-binary,34,Marketing,Engineer,PhD,29,63580.42,Boston
4126,2016-04-14,Non-binary,37,Customer Support,Support Agent,PhD,24,142877.66,Austin
4127,2019-01-11,Non-binary,48,Engineering,Support Agent,High School,18,124614.5,Chicago
4128,2019-06-16,Non-binary,33,Engineering,Support Agent,High School,20,62224.43,Austin
4129,2016-09-18,Female,62,Customer Support,Analyst,Bachelor,13,107436.9,Boston
4130,2016-03-19,Non-binary,34,Customer Support,Support Agent,PhD,0,67814.77,Austin
4131,2021-11-02,Male,33,Marketing,Support Agent,PhD,5,93681.69,San Francisco
4132,2021-04-06,Non-binary,25,Customer Support,Engineer,PhD,30,125821.7,Chicago
4133,2015-03-14,Male,62,Finance,Analyst,PhD,21,73092.89,San Francisco
4134,2020-04-22,Female,35,Sales,Analyst,High School,24,93269.0,New York
4135,2015-11-12,Non-binary,56,Engineering,Manager,PhD,13,97912.25,Boston
4136,2022-07-12,Non-binary,29,Customer Support,Analyst,Bachelor,20,122725.45,New York
4137,2019-04-02,Male,55,Marketing,Engineer,High School,19,74379.08,New York
4138,2021-11-15,Non-binary,24,Sales,Manager,PhD,12,75806.03,Austin
4139,2017-07-23,Male,51,Marketing,HR Specialist,Master,35,75092.74,Boston
4140,2021-09-05,Female,60,Customer Support,Support Agent,Master,17,105839.51,Austin
4141,2021-02-11,Female,54,Customer Support,Manager,Bachelor,27,74414.46,Seattle
4142,2016-10-12,Female,42,Customer Support,Support Agent,High School,6,122355.1,New York
4143,2016-07-27,Female,44,Marketing,Manager,High School,19,149425.2,Austin
4144,2019-12-02,Female,61,Engineering,Sales Executive,Bachelor,32,75550.65,Austin
4145,2018-04-22,Non-binary,63,Customer Support,Engineer,High School,6,98868.98,Seattle
4146,2015-03-25,Female,41,Sales,Analyst,PhD,10,116595.11,New York
4147,2021-06-25,Male,63,HR,HR Specialist,Bachelor,37,59997.64,Chicago
4148,2018-01-10,Male,30,HR,HR Specialist,Bachelor,25,146050.49,Austin
4149,2019-04-14,Non-binary,47,Marketing,Sales Executive,Bachelor,13,44007.43,New York
4150,2018-02-12,Male,54,Finance,Manager,Bachelor,30,76985.46,San Francisco
4151,2016-01-31,Female,48,Engineering,HR Specialist,High School,32,63442.12,Boston
